id,reference
0,90.24616168
1,72.25129374
2,36.59164749
3,35.85264827
4,90.03075042
5,73.60577985
6,34.16616153
7,22.65229368
8,88.2160775
9,36.52757737
10,42.00504532
11,38.24956694
12,75.06170588
13,56.3411474
14,40.02539723
15,80.07971878
16,56.72040916
17,71.06467399
18,72.65947185
19,84.74127372
20,70.15751638
21,53.25436806
22,35.29518378
23,21.93899163
24,58.00606049
25,35.19843984
26,49.81324853
27,31.34757068
28,22.41629112
29,27.17582879
30,44.36320002
31,38.4356294
32,83.07251191
33,53.32651213
34,37.59035552
35,37.3393897
36,14.52458128
37,12.97309069
38,60.76647697
39,39.15341455
40,39.92928717
41,27.09189521
42,42.14300849
43,59.03348609
44,30.29546594
45,90.69365815
46,31.36888211
47,54.81777851
48,64.95995805
49,31.98783517
50,25.63647057
51,89.41187339
52,52.82991671
53,75.80610462
54,17.0042908
55,35.30381975
56,16.09055161
57,38.26457513
58,84.34687683
59,23.12642769
60,17.8303394
61,13.28064639
62,63.17154688
63,33.5741893
64,52.59187077
65,48.6392166
66,34.1269732
67,53.36283245
68,36.57228606
69,39.83039695
70,35.03453707
71,81.30323542
72,43.57720764
73,38.00397556
74,40.77578781
75,41.70623652
76,37.51685717
77,11.71733685
78,21.18395427
79,40.88008741
80,13.41414825
81,21.57791598
82,37.79485095
83,73.84809973
84,67.59915309
85,72.09250759
86,46.17356842
87,36.55427391
88,33.33551124
89,21.80049933
90,45.96329701
91,79.63979928
92,41.21767746
93,42.1618065
94,25.39024319
95,59.72943733
96,24.83861871
97,53.02002045
98,21.22399876
99,42.25648127
100,74.87716423
101,13.07154382
102,74.08857462
103,41.76877944
104,91.57075219
105,51.24285029
106,60.88819915
107,38.66405712
108,59.36824613
109,14.91341356
110,32.9446276
111,83.64442403
112,61.49221242
113,50.6340848
114,55.79929556
115,56.01576105
116,63.12421504
117,42.73894312
118,18.38802609
119,81.67185307
120,61.64881951
121,71.62970588
122,54.10832471
123,24.4501464
124,51.28238817
125,50.96813994
126,31.27523753
127,42.46984325
128,82.85323685
129,53.47352379
130,83.43292483
131,18.95678116
132,14.1602401
133,31.24484651
134,63.10030554
135,65.66725108
136,43.79551138
137,27.71935484
138,58.90696841
139,77.54054609
140,33.31938448
141,17.51718424
142,52.92378001
143,55.74148768
144,64.19812633
145,36.5100285
146,32.00076688
147,31.17115784
148,14.64412356
149,61.92804728
150,37.31314917
151,54.53941678
152,14.98202998
153,49.14842849
154,14.63848506
155,84.49338881
156,45.70178124
157,65.39422895
158,51.90733484
159,75.21250296
160,44.14062421
161,12.71547442
162,66.14846387
163,38.13874405
164,63.55208466
165,68.15053746
166,34.25409572
167,80.04368472
168,14.84836422
169,59.26247299
170,80.32646376
171,51.32275995
172,39.01111875
173,14.57199005
174,17.22540373
175,47.84410673
176,-3.283301919
177,62.80055887
178,-9.495027736
179,38.1140835
180,42.04952114
181,46.88098678
182,46.53545794
183,41.5719325
184,85.2742078
185,43.46917343
186,76.41645954
187,35.87293249
188,47.40147539
189,49.38432942
190,26.09878851
191,33.88697787
192,50.16901079
193,30.76307634
194,22.30338227
195,48.09754416
196,88.23796077
197,75.81442367
198,49.94031816
199,55.69773291
200,10.75011475
201,83.74689716
202,73.88459633
203,22.78098714
204,32.67344119
205,87.84992433
206,54.96866318
207,15.92780146
208,16.85624908
209,67.09245342
210,60.12001719
211,14.41505851
212,56.88957967
213,47.31418636
214,78.81029042
215,46.1566249
216,74.68035088
217,46.32817583
218,17.21382092
219,22.82035751
220,41.32213699
221,25.38393072
222,50.68302524
223,11.70038868
224,75.98901196
225,83.18791838
226,17.48840765
227,52.56634993
228,4.380822404
229,37.24690121
230,58.09441968
231,62.79383032
232,42.87073112
233,25.70005641
234,39.06150857
235,49.57221045
236,84.18023337
237,58.30396544
238,55.32180339
239,50.00019846
240,92.79885522
241,47.60974001
242,65.56836866
243,68.44089017
244,53.820027
245,10.46497449
246,50.55248356
247,26.92801386
248,77.25363205
249,44.12946877
250,55.16354447
251,19.78671968
252,46.71913494
253,83.15818399
254,70.02364768
255,40.31753958
256,80.30849643
257,19.48282636
258,83.66820832
259,40.53743791
260,20.21152217
261,52.72511542
262,71.17164137
263,35.61388432
264,34.6283339
265,43.48171474
266,33.76017414
267,32.98998719
268,57.94354085
269,61.90835858
270,77.50558572
271,37.08086255
272,51.70536633
273,51.33187435
274,37.06885129
275,49.55389323
276,60.48573937
277,56.38992543
278,66.38965821
279,33.64356557
280,43.61037849
281,42.45050797
282,57.66139786
283,45.18552808
284,38.12214443
285,44.75869573
286,63.0533612
287,51.39455169
288,55.62806766
289,11.05295116
290,47.49693478
291,41.63058799
292,56.07025007
293,35.4009067
294,81.99203801
295,72.90415526
296,31.47747269
297,83.76931446
298,64.41647959
299,41.14089198
300,54.7759792
301,24.55084519
302,53.49686426
303,41.74554174
304,13.75703934
305,56.81353351
306,42.47120276
307,62.40669778
308,83.87158304
309,21.17263445
310,16.42481732
311,54.55708592
312,15.71284623
313,16.63634959
314,64.28946596
315,81.23027986
316,34.10013015
317,65.21918413
318,37.53663029
319,16.27661653
320,44.96789512
321,31.80586739
322,45.67578731
323,47.24307442
324,36.45445406
325,56.40055107
326,62.03890835
327,79.37017873
328,49.01072904
329,57.47786912
330,90.81400292
331,38.23713561
332,30.00240579
333,38.26925596
334,64.20932483
335,28.04488619
336,53.58585608
337,31.68133231
338,23.65584256
339,38.2205208
340,51.25178362
341,36.31535438
342,53.45460118
343,25.98873022
344,42.066318
345,58.33738932
346,55.4119863
347,50.86489964
348,46.56758107
349,78.90057587
350,74.61907897
351,41.70798107
352,54.03074475
353,78.50004724
354,22.19183066
355,75.66847325
356,24.63976066
357,49.10015828
358,80.12506081
359,48.01931793
360,62.85956802
361,40.93894657
362,59.55980293
363,53.67290321
364,31.17514455
365,27.74801094
366,51.73430971
367,46.1208439
368,30.68459265
369,87.03467173
370,12.81383279
371,39.64473722
372,80.79590991
373,16.44453323
374,81.59430799
375,16.02080058
376,47.49989516
377,36.50633652
378,59.06851154
379,26.3856072
380,41.27446952
381,83.42441369
382,1.054595796
383,35.72103525
384,46.95885083
385,85.37568433
386,47.32892447
387,57.77134675
388,20.58478825
389,45.08711203
390,48.4601871
391,46.03388332
392,32.13648701
393,38.83027963
394,47.74675013
395,61.66924038
396,43.87463479
397,14.81489303
398,36.05022904
399,55.43164968
400,39.47925153
401,54.25053021
402,45.1263858
403,26.49172888
404,13.24213202
405,51.60401039
406,50.58734909
407,36.78604835
408,10.92541968
409,9.169682249
410,37.931211
411,22.99167997
412,51.40315123
413,69.76949048
414,78.26691555
415,40.26829814
416,39.87093648
417,20.90071953
418,45.00011235
419,67.91373302
420,69.42531211
421,60.63082842
422,89.75189374
423,9.246354271
424,38.3496935
425,45.46600852
426,29.04260106
427,80.46849027
428,58.11514071
429,21.39214558
430,29.92655987
431,64.00154484
432,29.56795784
433,60.82658803
434,24.77994025
435,53.58855474
436,63.932755
437,46.54613059
438,33.18092586
439,24.05586915
440,56.87124908
441,44.89288686
442,26.35936506
443,25.48769761
444,39.89876588
445,16.45119517
446,4.50124094
447,35.3783498
448,59.20391644
449,36.56735738
450,46.37573583
451,46.67968529
452,52.15505168
453,60.01701213
454,62.01679237
455,81.64361653
456,13.92592798
457,33.37892655
458,31.00517309
459,38.48781001
460,18.37614285
461,36.94282552
462,47.58955626
463,51.86612513
464,75.73213393
465,30.51872474
466,44.07564592
467,22.7842299
468,43.63481385
469,27.76422036
470,40.44013676
471,15.41218486
472,51.54699203
473,57.71796046
474,43.74226575
475,32.23597
476,7.817746508
477,83.75300018
478,63.14179506
479,47.82235639
480,40.02887298
481,82.40818398
482,20.49304951
483,72.21946795
484,35.07324109
485,0.645369092
486,48.11060193
487,57.62110805
488,12.97380281
489,72.85917547
490,32.06493968
491,92.17383748
492,32.50248215
493,20.8826333
494,42.5392915
495,47.03609903
496,53.6936952
497,53.26483994
498,92.47444067
499,88.62791471
500,39.26207291
501,18.64033744
502,60.81848224
503,46.98983066
504,45.92522489
505,32.30718739
506,67.83392428
507,15.36748543
508,61.32721512
509,28.25206664
510,77.24142903
511,54.84805703
512,2.749074126
513,57.90925109
514,31.42609407
515,10.32495248
516,56.43408654
517,25.62618422
518,39.59608333
519,48.50200157
520,21.86266901
521,43.20685452
522,24.54292667
523,70.88993421
524,30.42231907
525,51.34867739
526,37.43765847
527,55.78920583
528,85.17325411
529,48.90422521
530,15.29269275
531,44.84776577
532,30.40040404
533,88.70442022
534,43.75696726
535,31.83711634
536,70.89015466
537,46.28225091
538,28.48014009
539,8.76467203
540,56.25259871
541,69.94597834
542,89.69785763
543,63.56189328
544,18.2693941
545,47.62233641
546,18.1025495
547,41.78544643
548,38.2841014
549,39.63329708
550,15.87755871
551,49.91211493
552,52.68501052
553,75.48390611
554,58.82355383
555,15.34743832
556,81.17289875
557,38.81037939
558,38.58819171
559,73.11290509
560,37.21901559
561,38.63342263
562,16.16159687
563,72.39442773
564,11.60227357
565,42.93322385
566,35.91352859
567,37.62582104
568,50.35623226
569,39.58852344
570,83.96370165
571,11.7297379
572,81.0332451
573,46.97115377
574,39.03744465
575,52.40564221
576,32.19132109
577,36.75128676
578,89.36702594
579,47.10806587
580,79.41008209
581,69.5735241
582,45.84419924
583,65.12532782
584,37.9679343
585,32.53307959
586,39.59331434
587,38.07390061
588,58.76872998
589,16.74316436
590,13.42925376
591,37.71830936
592,81.63823316
593,72.46682562
594,11.24009598
595,46.20615408
596,9.402482032
597,26.17456729
598,57.91048045
599,31.15912326
600,85.31125534
601,53.99059993
602,37.94941686
603,62.63776032
604,36.44981711
605,59.68066468
606,81.31772259
607,7.886892889
608,45.18356994
609,23.35841867
610,-11.65780844
611,69.84855859
612,26.2203712
613,51.94000128
614,81.72294207
615,61.97227173
616,32.75576759
617,36.84832357
618,72.88874593
619,46.26784231
620,70.83997095
621,56.04912709
622,45.86531936
623,45.73480454
624,64.83231692
625,83.4715334
626,25.35318148
627,12.00369897
628,46.34410747
629,62.87157764
630,60.20443897
631,37.35970469
632,65.63491764
633,44.14788504
634,55.5943142
635,48.69991312
636,39.14961559
637,39.32347138
638,58.12385173
639,54.82475656
640,49.81768093
641,43.88738337
642,52.83272114
643,47.26718126
644,28.58151018
645,17.46841458
646,59.4214187
647,32.81833963
648,31.95378062
649,71.97273964
650,18.74027426
651,71.01717789
652,86.7653713
653,81.12910979
654,21.1471227
655,40.18955572
656,42.61405475
657,44.94552207
658,36.70588263
659,12.9125004
660,14.21307384
661,60.98349973
662,40.51973948
663,52.36678567
664,39.83566896
665,49.72689428
666,55.83072281
667,51.1600558
668,83.29885125
669,27.14606172
670,34.38749679
671,25.88129056
672,12.78433257
673,29.29282829
674,52.51544454
675,11.89468255
676,44.56922656
677,30.26121772
678,17.9551623
679,60.45672471
680,1.464406573
681,48.31178011
682,38.54720581
683,58.83355021
684,23.20552812
685,13.43928502
686,78.02926621
687,54.33172269
688,32.93195375
689,55.12870604
690,27.1320583
691,47.33755948
692,26.4476027
693,76.59172152
694,78.95288378
695,58.01994815
696,24.27638353
697,54.9351901
698,12.48382595
699,8.739118481
700,54.42463323
701,14.89935554
702,23.12331101
703,41.96685104
704,27.07353065
705,71.87580602
706,86.0959632
707,59.51343531
708,37.02611099
709,55.81215337
710,36.45706249
711,28.25246389
712,14.14590343
713,31.24157174
714,57.72776816
715,68.77990434
716,44.08620323
717,6.322290435
718,36.50046838
719,36.40852487
720,53.77335857
721,85.27460362
722,50.00850938
723,68.3983295
724,21.34321103
725,40.75910843
726,49.04952847
727,82.88116762
728,43.3883692
729,57.57443471
730,73.585234
731,84.32173317
732,80.09015745
733,32.27119078
734,35.83103379
735,35.51761828
736,78.86461906
737,14.16201136
738,23.3903642
739,70.87760085
740,36.06526246
741,53.67115789
742,72.43433928
743,38.37845151
744,23.36359085
745,92.83526279
746,42.31606357
747,21.88400379
748,61.69337412
749,40.03277046
750,30.1336096
751,34.32826203
752,39.19314306
753,46.0419853
754,39.21503373
755,93.38505817
756,53.54834801
757,26.10254454
758,21.46914646
759,43.48349942
760,35.39885578
761,89.11832466
762,57.3148928
763,71.56959255
764,40.51127325
765,32.59236985
766,44.95971043
767,57.49404054
768,35.54496773
769,29.32058503
770,40.79092722
771,29.77403927
772,46.40572891
773,19.08716183
774,36.63665863
775,88.86114658
776,48.4031774
777,55.06646923
778,31.22750887
779,6.440060302
780,37.20983739
781,83.79541236
782,45.43270005
783,62.64946601
784,62.22591577
785,56.18768873
786,14.85108403
787,30.72236682
788,40.83986066
789,83.97017206
790,75.13918748
791,52.97076795
792,75.36607743
793,58.92025596
794,22.01797998
795,38.09739306
796,33.17792782
797,60.79285515
798,49.63107434
799,32.7229286
800,39.01833424
801,55.746658
802,43.05141655
803,91.3302417
804,11.40702703
805,9.88185196
806,84.44508722
807,43.90308117
808,9.247346915
809,9.369473191
810,84.81907604
811,51.5215596
812,14.63053286
813,13.23959988
814,58.46914167
815,73.13735646
816,27.79908753
817,34.63285393
818,35.53626929
819,85.36521278
820,28.08487685
821,21.02106366
822,52.57716377
823,31.32996714
824,11.65613134
825,30.54625303
826,34.19124983
827,36.56723786
828,64.8334274
829,47.29966004
830,36.52888222
831,54.25592322
832,52.14190085
833,22.05504271
834,44.74834872
835,17.35519821
836,42.64989609
837,47.04477022
838,11.38376993
839,24.62773436
840,31.46862287
841,76.02537588
842,77.2061431
843,85.40388013
844,33.22777169
845,58.08407911
846,43.41843302
847,86.85014992
848,35.83554624
849,56.90157222
850,61.48328121
851,48.367977
852,39.03879253
853,58.36842869
854,42.833326
855,88.92541275
856,40.83401238
857,41.62224651
858,41.20125809
859,34.26841214
860,30.28234362
861,70.80074821
862,85.77521305
863,16.11001351
864,47.84654142
865,81.7633653
866,56.03190442
867,49.15000938
868,36.53231898
869,72.38192325
870,60.32393771
871,50.34034597
872,54.88293002
873,47.75004613
874,21.04632348
875,61.73817712
876,49.73439574
877,8.321481191
878,42.07976533
879,38.67701881
880,86.70303514
881,60.82379511
882,70.35681517
883,44.40582207
884,23.97582836
885,50.599817
886,46.2241066
887,7.314644154
888,83.395465
889,9.787198765
890,80.65359643
891,37.70986782
892,82.32165716
893,87.65723305
894,81.22347227
895,50.37310055
896,52.79531776
897,79.97719416
898,54.12761256
899,62.7912032
900,45.54314757
901,82.87011217
902,0.390201729
903,33.41683763
904,36.49181179
905,67.06481896
906,77.15796486
907,60.80899742
908,76.13098309
909,61.62240303
910,48.95653046
911,30.99444491
