id,reference
0,13.75601098
1,9.28809743
2,62.46827033
3,55.11296605
4,48.5451169
5,74.39908572
6,49.57384908
7,73.22350456
8,13.5649238
9,60.6962805
10,35.8642984
11,62.64110497
12,50.21608888
13,40.09336358
14,46.22639793
15,13.99188298
16,37.4473187
17,33.5188842
18,27.40031399
19,61.38242825
20,55.82586781
21,81.8271744
22,60.81882231
23,30.89322763
24,58.14454068
25,23.74655916
26,41.83671064
27,76.13072708
28,36.5842017
29,16.70765886
30,90.25820201
31,45.85770975
32,69.35736582
33,38.26131918
34,40.94553963
35,43.73277651
36,41.66846537
37,71.57231498
38,67.94739572
39,53.20622503
40,19.70466272
41,39.43445689
42,74.53660999
43,51.51235954
44,46.07366598
45,83.01433387
46,47.07786055
47,60.89170041
48,35.1934369
49,75.33895352
50,74.01489284
51,79.95171837
52,48.91527021
53,53.65521171
54,35.71619246
55,47.42197047
56,54.44905256
57,46.60679414
58,52.35944431
59,38.77567461
60,36.91758211
61,44.79787187
62,71.280538
63,50.75317425
64,39.89300442
65,53.46674987
66,44.85538284
67,51.71685852
68,55.09214391
69,55.67018182
70,66.75925047
71,58.29082758
72,60.09352548
73,43.45602155
74,38.52242574
75,35.95838257
76,52.16782068
77,46.91782092
78,33.23935147
79,19.49430808
80,52.1778779
81,36.03595595
82,56.9814952
83,33.8169258
84,32.71726483
85,22.60003277
86,53.07491284
87,75.19468406
88,57.93589155
89,53.65934863
90,35.60854627
91,57.40606086
92,73.47270089
93,76.70252858
94,56.41242422
95,21.80143547
96,46.71053957
97,48.92532131
98,49.93549213
99,59.60601809
100,46.96397973
101,7.832084887
102,28.96979609
103,65.97445272
104,79.92023778
105,31.51570345
106,55.6679607
107,63.53722024
108,38.02732672
109,30.18970871
110,34.8152062
111,40.3117343
112,66.49247318
113,32.37390457
114,46.24600726
115,14.4413598
116,5.971078279
117,53.71848211
118,81.60119094
119,13.16839685
120,61.76451243
121,13.28241811
122,28.91383112
123,23.83970972
124,71.722475
125,88.70689782
126,5.092147726
127,85.02496718
128,56.30234368
129,7.966982774
130,10.6374085
131,49.71575545
132,56.50931317
133,42.0918713
134,87.03827337
135,26.35971368
136,89.66828595
137,51.43567567
138,70.88773936
139,62.58364298
140,42.0275019
141,53.58829123
142,45.3323512
143,40.53853782
144,23.83685692
145,32.05259438
146,40.34315106
147,12.89168835
148,7.017200301
149,58.51497028
150,84.78599333
151,56.65790674
152,55.14928292
153,73.5666194
154,68.86053785
155,49.79522417
156,35.89705673
157,47.81291229
158,8.860570111
159,57.24889361
160,44.77990398
161,34.78340136
162,17.09225748
163,80.07164765
164,44.67450126
165,72.27860875
166,10.65073484
167,45.57572422
168,26.4400348
169,69.80283424
170,50.72208576
171,46.0927133
172,36.48043466
173,35.74690179
174,32.76985133
175,36.76812221
176,70.56711845
177,77.977785
178,54.74926762
179,56.41509354
180,26.1608608
181,76.13592519
182,61.75798328
183,32.48023999
184,84.74845011
185,50.22171825
186,41.62586107
187,11.69329749
188,24.08960172
189,50.02463036
190,21.46728761
191,66.63150549
192,30.94860346
193,43.75486447
194,30.34298555
195,24.24072506
196,85.6783435
197,71.75571175
198,55.4591171
199,37.508408
200,47.3806642
201,21.44288094
202,46.61104359
203,31.08032389
204,38.0575695
205,75.57435816
206,41.66668143
207,56.16932343
208,13.72082071
209,55.35236766
210,56.53662383
211,48.98934604
212,40.273194
213,34.81484506
214,62.67011777
215,60.52039306
216,30.66833372
217,86.09656144
218,43.21685222
219,47.51675864
220,58.95821276
221,13.60663945
222,26.01450207
223,76.87426698
224,44.35657044
225,12.20383316
226,38.97729085
227,13.14901893
228,44.17544808
229,18.95090044
230,26.15081768
231,38.34703715
232,29.06746109
233,41.88263379
234,50.46423573
235,84.74773737
236,53.34777138
237,57.36704073
238,33.54968001
239,39.98550015
240,48.66813438
241,45.07430963
242,31.33363923
243,51.5327829
244,36.48475742
245,55.20111987
246,12.58441063
247,43.63384762
248,29.20988322
249,78.22789829
250,33.66477765
251,34.50107033
252,34.16796843
253,92.96661366
254,36.36814774
