id,reference
0,28.42389952
1,-2.64922473
2,60.54903717
3,47.24046832
4,40.21576098
5,82.97479813
6,38.84741236
7,57.70280532
8,6.612207067
9,57.97806145
10,31.31266405
11,60.49606082
12,36.8201627
13,26.37598067
14,61.06582566
15,18.96973682
16,42.48691689
17,51.34679022
18,23.46714687
19,29.45617625
20,42.73955603
21,81.38067592
22,49.94184274
23,25.36368295
24,46.15656309
25,17.90516064
26,49.00154649
27,57.54642422
28,46.61897873
29,34.24960181
30,86.20537951
31,44.21470985
32,42.59615906
33,44.45544626
34,40.83337968
35,34.49560516
36,54.76627347
37,57.37571433
38,50.10979152
39,51.8271163
40,41.71556655
41,39.0881008
42,57.9527042
43,41.04250003
44,38.35618963
45,65.95204186
46,41.49065663
47,60.51512505
48,49.41118624
49,46.41265394
50,46.29025338
51,64.30567905
52,50.10343804
53,29.30151977
54,40.5769291
55,54.819711
56,57.35386571
57,40.18660717
58,55.61766898
59,30.20394207
60,37.30355007
61,46.89745132
62,70.66797745
63,50.45707521
64,30.22729161
65,49.65687755
66,54.84157137
67,45.89931473
68,47.01828118
69,60.4017167
70,59.44643563
71,65.39377951
72,42.88607179
73,40.61134396
74,35.42942508
75,25.68538882
76,50.01603693
77,53.1291619
78,54.70299767
79,43.20929376
80,38.24395618
81,32.92703423
82,54.91128767
83,27.12489928
84,24.30884201
85,28.45137673
86,30.68920576
87,65.148456
88,57.67429256
89,30.12386598
90,36.54210199
91,58.07271897
92,82.4812612
93,62.55747719
94,49.87028058
95,21.79108582
96,46.6778722
97,45.22052545
98,59.17029315
99,42.10889932
100,42.6931553
101,9.924551287
102,19.57335818
103,69.53481141
104,72.84050452
105,37.75640305
106,59.72825494
107,58.00012377
108,33.65254019
109,46.21131713
110,44.15661691
111,39.96456552
112,49.83453986
113,19.33811643
114,54.83087013
115,33.13890031
116,25.40939207
117,48.48333909
118,57.44758287
119,16.21246562
120,40.3797734
121,17.21091676
122,26.84493343
123,22.42385043
124,53.25001315
125,77.79678684
126,12.11817026
127,68.50483098
128,54.20530952
129,5.549158276
130,7.836139068
131,40.72895313
132,57.73674582
133,28.55252795
134,89.35664226
135,16.53244018
136,84.43949612
137,38.84215906
138,42.35437064
139,72.53814625
